Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,StrategyBucket,Session,SLBreached,SLCorrection,AdjustedNetPL
160,,2025-01-02 03:30:00,,,,1.0,1.0,81.25,81.25,4.04,77.21,15.441999999999998,81.25,77.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(81.25)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,77.21
162,,2025-01-02 04:00:00,,,,-1.0,1.0,32.5,32.5,4.04,28.46,5.692,32.5,28.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,28.46
164,,2025-01-02 09:15:00,,,,1.0,1.0,-38.75,-38.75,4.04,-42.79,-8.558,-38.75,-42.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(72.50)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-42.79
166,,2025-01-02 10:30:00,,,,-1.0,1.0,-121.25,-121.25,4.04,-125.29,-20.0,-121.25,-125.29,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,True,25.290000000000006,-100.0
168,,2025-01-02 13:00:00,,,,1.0,1.0,167.5,167.5,4.04,163.46,32.692,167.5,163.46,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,163.46
170,,2025-01-02 15:45:00,,,,1.0,1.0,-125.0,-125.0,4.04,-129.04,-20.0,-125.0,-129.04,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,True,29.039999999999992,-100.0
172,,2025-01-03 06:45:00,,,,1.0,1.0,37.5,37.5,4.04,33.46,6.692,37.5,33.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,33.46
174,,2025-01-03 08:30:00,,,,-1.0,1.0,38.75,38.75,4.04,34.71,6.942,38.75,34.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,34.71
176,,2025-01-03 09:30:00,,,,1.0,1.0,-42.5,-42.5,4.04,-46.54,-9.308,-42.5,-46.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-46.54
178,,2025-01-03 14:45:00,,,,-1.0,1.0,255.0,255.0,4.04,250.96,50.192,255.0,250.96,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,250.96
180,,2025-01-06 15:00:00,,,,1.0,1.0,-41.25,-41.25,4.04,-45.29,-9.058,-41.25,-45.29,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-45.29
182,,2025-01-07 03:45:00,,,,-1.0,1.0,47.5,47.5,4.04,43.46,8.692,47.5,43.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,43.46
184,,2025-01-07 09:30:00,,,,1.0,1.0,-90.0,-90.0,4.04,-94.04,-18.808,-90.0,-94.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-94.04
186,,2025-01-08 04:15:00,,,,-1.0,1.0,-357.5,-357.5,4.04,-361.54,-20.0,-357.5,-361.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,True,261.54,-100.0
188,,2025-01-08 06:30:00,,,,1.0,1.0,48.75,48.75,4.04,44.71,8.942,48.75,44.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(67.50)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,44.71
